"# Program:featureCounts v1.5.1; Command:""featureCounts"" ""-p"" ""-T"" ""4"" ""-C"" ""-t"" ""transcript"" ""-g"" ""gene_name"" ""-a"""						
Geneid	Chr	Start	End	Strand	Length	F8
Mc5r	18	68337603	68339711	+	2109	0
Mc2r	18	68406907	68429251	-	22345	0
mmu-mir-6356	18	68739400	68739501	+	102	0
4930546C10Rik	18	68944633	68950141	-	5509	0
mmu-mir-145b	18	69022199	69022273	-	75	0
Gm23536	18	69173987	69174120	-	134	0
Gm4842	18	69256288	69257122	+	835	0
Tcf4	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	69344146;69344492;69344510;69345721;69345771;69345771;69346203;69521538;69521793;69563335;69593417;69593426;69599536;69679699;69682380	69684343;69565506;69687925;69687967;69684526;69487850;69683248;69564687;69633654;69636964;69683252;69684526;69651289;69684528;69683573	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	343822	0
Gm24845	18	69551963	69552071	+	109	0
Gm22508	18	69777936	69778045	-	110	0
Ccdc68	18;18;18;18	69925426;69925466;69925570;69925576	69944044;69969484;69938952;69969484	+;+;+;+	44059	0
1700061H18Rik	18;18	69943320;69946938	69969609;69969596	-;-	26290	0
4930448D08Rik	18	69969677	69972366	+	2690	0
Rab27b	18;18;18;18	69979131;69983656;69983656;70138164	70141605;70053588;70053588;70141574	-;-;-;-	162475	0
Dynap	18	70240429	70244584	-	4156	0
4930503L19Rik	18	70453140	70472480	-	19341	0
Stard6	18;18;18;18;18;18;18	70472454;70472572;70472628;70472666;70473017;70473200;70493489	70501066;70500806;70500636;70500810;70483434;70498633;70500642	+;+;+;+;+;+;+	28613	0
Poli	18;18;18;18;18	70508680;70508683;70508684;70508685;70508687	70530138;70530620;70530434;70530138;70530268	-;-;-;-;-	21941	0
mmu-mir-6357	18	70516786	70516889	+	104	0
Mbd2	18;18;18;18;18	70568189;70568334;70580789;70593255;70617773	70626131;70582912;70622721;70617233;70625777	+;+;+;+;+	57943	0
Dcc	18;18;18	71258738;71258990;71951906	72351069;72351017;72351041	-;-;-	1092332	0
Gm25509	18	72899882	72899987	-	106	0
n-R5-8s1	18	73533403	73533550	-	148	0
Mex3c	18	73573044	73592575	+	19532	0
Gm26438	18	73611516	73611622	+	107	0
Gm22065	18	73624928	73625037	+	110	0
Smad4	18;18;18;18;18;18	73639009;73640001;73640158;73640212;73640223;73658779	73703780;73678231;73642563;73649819;73662775;73675118	-;-;-;-;-;-	64772	0
Elac1	18	73735038	73754479	-	19442	0
Me2	18	73770040	73815392	-	45353	0
Mro	18;18;18;18;18;18	73859385;73859387;73859394;73859402;73863631;73863672	73878730;73879134;73881333;73878730;73870209;73871980	+;+;+;+;+;+	21949	0
Mapk4	18;18;18;18	73928486;73928486;73929213;73971170	74064929;74064392;74064922;74065359	-;-;-;-	136874	0
D730045A05Rik	18	74017907	74020088	+	2182	0
Gm9925	18	74065102	74065584	+	483	0
Ska1	18;18	74195299;74195299	74207818;74207818	-;-	12520	0
Cxxc1	18	74216131	74221491	+	5361	0
Mbd1	18	74268272	74282685	+	14414	0
Ccdc11	18;18;18;18;18	74283090;74283122;74283162;74294958;74348986	74359986;74359984;74300194;74300207;74359930	+;+;+;+;+	76897	0
Gm14328	18	74303524	74303931	-	408	0
Myo5b	18;18;18;18;18;18;18;18;18;18;18	74440936;74440964;74442537;74442605;74442607;74633177;74707506;74713619;74714789;74715578;74733765	74617023;74512195;74771493;74659060;74770805;74644023;74717075;74717068;74717066;74722455;74771477	+;+;+;+;+;+;+;+;+;+;+	330558	0
1700120E14Rik	18;18	74525140;74525253	74531124;74531106	-;-	5985	0
Scarna17	18	74778391	74778469	-	79	0
Gm23119	18	74778561	74778700	-	140	0
Acaa2	18	74779197	74806207	+	27011	0
Gm24559	18	74906314	74906434	-	121	0
Gm25594	18	74910152	74910233	-	82	0
Lipg	18	74939322	74961263	-	21942	0
Rpl17	18	75000477	75003381	+	2905	0
Snord58b	18	75001058	75001123	+	66	0
Gm23301	18	75001455	75001519	+	65	0
Gm26202	18	75001880	75001944	+	65	0
BC031181	18	75005900	75009933	+	4034	0
Dym	18	75018772	75286966	+	268195	0
Gm8807	18	75182218	75182709	-	492	0
Gm20544	18	75365332	75367088	-	1757	0
Smad7	18;18;18;18;18	75367529;75368883;75368990;75369976;75374914	75395935;75395479;75393986;75394365;75394001	+;+;+;+;+	28407	0
Ctif	18	75431224	75697696	-	266473	0
Gm10532	18	75514645	75522806	+	8162	0
1700034B16Rik	18	75781032	75782303	+	1272	0
Zbtb7c	18;18	75820178;76059458	76148561;76146443	+;+	328384	0
mmu-mir-6358	18	76170552	76170652	+	101	0
Smad2	18;18;18;18;18;18;18	76241580;76241701;76242046;76242174;76261121;76262492;76262492	76305731;76304730;76298450;76299893;76305294;76299837;76302642	+;+;+;+;+;+;+	64152	0
Skor2	18	76856405	76900342	+	43938	0
Ier3ip1	18;18;18;18	76930017;76930045;76930063;76939284	76941605;76941605;76939748;76940689	+;+;+;+	11589	0
Hdhd2	18;18;18;18;18;18;18;18;18;18	76930126;76944115;76944115;76944126;76944126;76944151;76944384;76944384;76944418;76944437	76971449;76962053;76972171;76971449;76962053;76956893;76955055;76972902;76972171;76972902	+;+;+;+;+;+;+;+;+;+	42777	0
Katnal2	18;18;18;18;18;18;18;18;18;18;18	76977148;76977149;76977149;76977151;76977157;76978461;76993199;77001693;77002541;77010041;77010533	77047308;77047286;77047243;77047270;77047243;77006872;77047296;77012031;77008202;77047287;77047298	-;-;-;-;-;-;-;-;-;-;-	70161	0
Pias2	18;18;18	77065208;77065680;77065680	77155708;77146939;77155708	+;+;+	90501	0
Gm7276	18	77185006	77186257	-	1252	0
St8sia5	18;18	77185853;77185979	77255450;77255320	+;+	69598	0
Gm15957	18	77218354	77219327	-	974	0
Loxhd1	18;18;18;18;18	77281958;77307750;77332394;77375065;77408702	77442257;77382328;77410665;77442341;77441886	+;+;+;+;+	160384	0
Rnf165	18;18;18;18;18;18;18	77456110;77458685;77462893;77466737;77468321;77562093;77563132	77565136;77565147;77467148;77565050;77505117;77564609;77565105	-;-;-;-;-;-;-	109038	0
8030462N17Rik	18	77633281	77714010	-	80730	0
Gm26014	18	77682614	77682745	+	132	0
4930465K10Rik	18	77714210	77715449	+	1240	0
A330094K24Rik	18	77729681	77733470	-	3790	0
Haus1	18	77757567	77767780	-	10214	0
Atp5a1	18;18;18;18;18	77773729;77773956;77773992;77778955;77779832	77782869;77782866;77782655;77781099;77781889	+;+;+;+;+	9141	0
F830208F22Rik	18;18	77793259;77793259	77796390;77796743	-;-	3485	0
Pstpip2	18	77794545	77882007	+	87463	0
Gm23954	18	77806314	77806666	-	353	0
Epg5	18	77938467	78035027	+	96561	0
Siglec15	18	78043614	78057395	-	13782	0
Slc14a1	18;18;18	78100091;78101649;78101649	78123426;78123331;78142119	-;-;-	42029	0
Slc14a2	18;18	78146940;78183241	78209094;78206440	-;-	62155	0
Gm6133	18	78349754	78350701	+	948	0
Gm26430	18	78533458	78533564	+	107	0
Gm23895	18	78648128	78648287	+	160	0
Setbp1	18;18	78750380;78750380	79109391;79109391	-;-	359012	0
Gm25824	18	79553557	79553677	-	121	0
Gm26977	18	79875587	79876582	-	996	0
Pard6g	18	80046895	80119640	+	72746	0
Gm21886	18	80089297	80089962	-	666	0
Adnp2	18	80126312	80151482	-	25171	0
Rbfa	18	80192265	80200658	-	8394	0
Gm16286	18;18;18;18;18;18;18;18;18	80206765;80206798;80206830;80206846;80206867;80206895;80206913;80206918;80207260	80211493;80212732;80210767;80207776;80212723;80212741;80207684;80207776;80211487	+;+;+;+;+;+;+;+;+	5977	0
Txnl4a	18;18;18;18	80206795;80206863;80206894;80215380	80223533;80222202;80218879;80222338	+;+;+;+	16739	0
Hsbp1l1	18	80229758	80247102	-	17345	0
Pqlc1	18;18;18;18;18;18;18;18;18;18;18	80253292;80253342;80255245;80255836;80256284;80256288;80256306;80256307;80256307;80256318;80262840	80292637;80283385;80292725;80284071;80292716;80275146;80292724;80273326;80292714;80292712;80263485	+;+;+;+;+;+;+;+;+;+;+	39434	0
Kcng2	18;18;18	80294546;80322679;80322944	80364254;80363336;80363650	-;-;-	69709	0
Gm26676	18	80323335	80326605	+	3271	0
Ctdp1	18;18;18	80407959;80407965;80408736	80469695;80440859;80440788	-;-;-	61737	0
Nfatc1	18;18;18;18	80606205;80606205;80606205;80647435	80713071;80708173;80713071;80708173	-;-;-;-	106867	0
Atp9b	18	80734143	80934058	-	199916	0
Gm25071	18	80925736	80925805	-	70	0
Sall3	18	80966376	80986578	-	20203	0
RP23-148P22.1	18	80978913	80987869	-	8957	0
RP23-148P22.2	18	80987456	80988575	+	1120	0
Gm25718	18	81026773	81026890	+	118	0
4930594M17Rik	18	81226204	81236066	-	9863	0
Gm26012	18	81981069	81981196	+	128	0
Mir5127	18	81992010	81992080	-	71	0
Gm17383	18	82338774	82339816	+	1043	0
Gm25060	18	82355977	82356106	-	130	0
Galr1	18	82392496	82406777	-	14282	0
Mbp	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	82475146;82475148;82475162;82475370;82554463;82554463;82554463;82554463;82554470;82554508;82554509;82554516;82554530;82554546;82554583;82563262	82558703;82514344;82585637;82584217;82585637;82585637;82585637;82585637;82585627;82585637;82585631;82585627;82584156;82585637;82585626;82584287	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	110492	0
Rpl21-ps8	18;18	82523539;82523544	82524021;82524021	-;-	483	0
Zfp236	18;18;18;18;18;18	82593593;82595476;82597155;82597155;82639034;82680712	82692883;82617750;82692734;82692734;82640217;82691799	-;-;-;-;-;-	99291	0
Gm10524	18	82692949	82706174	+	13226	0
Mir5112	18	82720281	82720340	+	60	0
4930445N18Rik	18;18	82855894;82855897	82870604;82859162	+;+	14711	0
Zfp516	18;18	82910879;82914632	83005314;83005314	+;+	94436	0
Gm26258	18	82976323	82976414	+	92	0
Gm24720	18	83355199	83355364	-	166	0
Tshz1	18;18	84011628;84012082	84086404;84086390	-;-	74777	0
Zadh2	18	84088158	84097514	+	9357	0
Zfp407	18;18;18;18;18;18	84128027;84207704;84279820;84429987;84495776;84552909	84558425;84589504;84412420;84434935;84558375;84589725	-;-;-;-;-;-	461699	0
Cndp1	18;18;18	84610509;84628691;84630859	84650084;84650046;84649946	-;-;-	39576	0
Gm7289	18	84658932	84659844	-	913	0
Cndp2	18;18	84667470;84667470	84685633;84681996	-;-	18164	0
D030046N08Rik	18	84719004	84720775	-	1772	0
Fam69c	18;18;18;18	84720019;84720242;84720277;84720883	84730447;84740436;84739408;84730224	+;+;+;+	20418	0
Gm22014	18	84737102	84737391	-	290	0
Gm25005	18	84742162	84742317	-	156	0
Gm22819	18	84822002	84822304	+	303	0
Cyb5	18;18;18;18;18	84851338;84851377;84851407;84851879;84877601	84880401;84879592;84873582;84879862;84879864	+;+;+;+;+	29064	0
Gm16146	18	84858636	84859547	-	912	0
Fbxo15	18	84935158	84981376	+	46219	0
Timm21	18	84947294	84951524	-	4231	0
Gm25453	18	86349586	86349692	+	107	0
Neto1	18	86394952	86501897	+	106946	0
Cbln2	18;18;18;18	86711110;86711520;86712065;86713048	86718283;86717589;86718281;86718283	+;+;+;+	7174	0
Gm5096	18	87756286	87758143	+	1858	0
Gm24987	18	87925431	87925564	-	134	0
Socs6	18;18;18;18;18;18;18	88665224;88668695;88865169;88868174;88868495;88870250;88870765	88758491;88894339;88894322;88894216;88894352;88887247;88927481	-;-;-;-;-;-;-	262258	0
Rttn	18	88971790	89131013	+	159224	0
mmu-mir-6359	18	88972030	88972110	+	81	0
Cd226	18;18	89197431;89197498	89270201;89269161	+;+	72771	0
9330132A10Rik	18	89293502	89297229	-	3728	0
Dok6	18;18	89301082;89470148	89769528;89560069	-;-	468447	0
Gm16296	18	89534040	89534364	-	325	0
Gm16297	18	89534603	89535061	+	459	0
Gm22694	18	89733005	89733074	+	70	0
Gm27037	18	89943353	89944312	-	960	0
Gm23859	18	90228899	90228962	+	64	0
Eif3s6-ps2	18	90311825	90312043	-	219	0
Gm25418	18	90504615	90504743	+	129	0
Tmx3	18	90510154	90543267	+	33114	0
Gm25431	19	3136984	3137090	-	107	0
Ighmbp2	19;19;19;19	3260924;3260925;3264818;3265364	3282979;3283017;3282980;3267716	-;-;-;-	22094	0
Mrpl21	19;19;19;19;19;19	3282901;3283055;3283060;3283060;3283064;3286811	3292837;3289179;3291201;3285325;3287739;3291195	+;+;+;+;+;+	9937	0
mmu-mir-6984	19	3288920	3288983	+	64	0
Cpt1a	19	3323301	3385732	+	62432	0
Mtl5	19;19;19;19	3388857;3388885;3389379;3389379	3407823;3398172;3407785;3407289	+;+;+;+	18967	0
Gal	19	3409919	3414472	-	4554	0
Ppp6r3	19;19;19	3454933;3454933;3454933	3575749;3575749;3575749	-;-;-	120817	0
Gm23940	19	3490309	3490413	+	105	0
Lrp5	19;19;19;19	3584828;3584831;3584836;3621671	3686556;3686561;3615792;3686564	-;-;-;-	101737	0
1810055G02Rik	19	3708333	3717881	+	9549	0
Suv420h1	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	3767421;3767421;3767421;3767421;3767421;3767523;3768033;3768118;3768134;3768146;3768149;3768166;3768169;3768218;3768233;3768547;3791720;3804394	3816391;3816391;3818302;3818303;3808829;3806324;3808835;3805057;3782679;3806324;3804502;3816688;3793167;3808807;3793185;3796660;3799549;3807402	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	50883	0
Gm16066	19	3798615	3852419	-	53805	0
Chka	19;19;19;19;19;19;19;19;19;19;19;19;19;19	3851773;3851797;3851810;3851810;3851832;3851832;3852076;3852101;3852363;3874664;3875365;3875379;3875405;3891731	3894365;3894369;3871913;3894367;3867670;3878614;3894364;3885864;3887450;3889934;3884585;3884538;3886416;3893657	+;+;+;+;+;+;+;+;+;+;+;+;+;+	42597	0
Tcirg1	19;19;19;19;19;19;19;19;19;19;19;19;19	3896050;3896050;3896050;3896050;3896050;3896270;3896400;3897071;3898207;3898736;3902243;3902494;3902694	3907133;3903072;3905230;3906991;3907112;3902023;3897230;3897831;3898853;3903355;3903246;3907040;3904421	-;-;-;-;-;-;-;-;-;-;-;-;-	11084	0
Ndufs8	19	3908870	3912717	-	3848	0
Aldh3b1	19	3913493	3929761	-	16269	0
Unc93b1	19;19;19;19	3935186;3935186;3935226;3942440	3949340;3949339;3936746;3949340	+;+;+;+	14155	0
1700055N04Rik	19;19	3958808;3965902	3970438;3970438	+;+	11631	0
Aldh3b2	19	3972328	3981645	+	9318	0
Acy3	19	3986661	3990007	+	3347	0
Tbx10	19	3992752	3999511	+	6760	0
Nudt8	19;19;19	4000580;4000626;4000631	4002103;4005816;4002101	+;+;+	5237	0
Gm16312	19	4000758	4001232	-	475	0
Doc2g	19;19;19;19	4003321;4003325;4003336;4003700	4007004;4005788;4007005;4006133	+;+;+;+	3685	0
Ndufv1	19;19;19;19;19;19;19;19;19;19;19	4007497;4007497;4007503;4007562;4008295;4008365;4008753;4009367;4009418;4009462;4010001	4012666;4012806;4008018;4012673;4009847;4009140;4012704;4012708;4012665;4012759;4012661	-;-;-;-;-;-;-;-;-;-;-	5310	0
Gstp1	19	4035411	4037912	-	2502	0
Gstp2	19	4040351	4042165	-	1815	0
BC021614	19	4057478	4059295	-	1818	0
Gm23927	19	4078298	4078512	-	215	0
Cabp2	19;19;19;19;19	4081578;4082488;4083490;4083519;4086475	4085676;4087336;4087340;4087340;4087337	+;+;+;+;+	5763	0
Cdk2ap2	19;19;19;19;19	4097182;4097401;4097401;4097402;4097402	4099017;4098465;4099019;4098193;4099010	+;+;+;+;+	1838	0
Pitpnm1	19;19;19;19;19;19;19;19;19;19;19	4099998;4100046;4100269;4100622;4108204;4108752;4109648;4110800;4111161;4111929;4112320	4113965;4113965;4104929;4113965;4109907;4112217;4110734;4112024;4112371;4113615;4113965	+;+;+;+;+;+;+;+;+;+;+	13968	0
Aip	19;19;19;19;19	4114446;4114464;4115447;4118256;4120933	4125858;4121575;4125848;4124564;4125790	-;-;-;-;-	11413	0
Tmem134	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	4125934;4125959;4125959;4125959;4125959;4125959;4125960;4125960;4125960;4125975;4125979;4125987;4125989;4125989;4126029;4127572	4132285;4131727;4131444;4131726;4131727;4131727;4132285;4132305;4132307;4131727;4131735;4131730;4127739;4131727;4131732;4131257	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6374	0
Cabp4	19	4135425	4139609	-	4185	0
Gpr152	19	4139799	4145738	+	5940	0
Coro1b	19;19;19;19;19;19;19;19;19	4148619;4148619;4148628;4148632;4148661;4148664;4150543;4151370;4151580	4150504;4154035;4149554;4149634;4151499;4150253;4152808;4153444;4153661	+;+;+;+;+;+;+;+;+	5417	0
Ptprcap	19	4154606	4156751	+	2146	0
Rps6kb2	19;19;19;19;19;19;19;19;19;19;19	4156713;4156792;4156795;4156795;4156795;4156986;4156986;4156986;4162260;4162517;4162815	4163354;4163296;4158152;4163300;4163316;4162330;4163285;4163285;4163300;4163330;4163354	-;-;-;-;-;-;-;-;-;-;-	6642	0
Carns1	19	4164324	4175479	-	11156	0
Gm17552	19	4169566	4174284	+	4719	0
Tbc1d10c	19	4184358	4191047	-	6690	0
Ppp1ca	19	4192158	4195419	+	3262	0
Rad9a	19	4195198	4201603	-	6406	0
Clcf1	19;19;19;19	4214238;4214264;4214305;4214594	4223490;4223490;4223490;4222513	+;+;+;+	9253	0
Gm26115	19	4215402	4215488	-	87	0
Pold4	19	4231899	4233631	+	1733	0
Ssh3	19;19	4261668;4261673	4269172;4269172	-;-	7505	0
mmu-mir-6985	19	4263818	4263878	-	61	0
Ankrd13d	19;19;19;19;19;19;19	4270180;4270180;4270182;4270398;4272623;4279466;4280646	4282175;4283135;4283137;4271294;4281011;4283137;4283033	-;-;-;-;-;-;-	12958	0
Adrbk1	19;19;19;19;19;19;19;19;19;19	4286001;4286001;4286002;4286021;4288142;4288396;4288426;4290462;4291347;4292567	4306030;4305955;4306222;4306214;4289403;4289394;4290483;4291811;4306027;4305208	-;-;-;-;-;-;-;-;-;-	20222	0
Kdm2a	19;19;19;19;19;19;19;19;19;19;19;19	4316144;4316170;4319253;4320177;4324906;4329191;4341350;4348196;4350186;4350603;4388410;4392471	4398285;4397077;4322548;4322803;4334001;4333919;4397080;4397076;4362887;4397068;4397077;4397095	-;-;-;-;-;-;-;-;-;-;-;-	82142	0
Rhod	19;19;19	4425459;4425667;4426227	4439432;4439421;4426555	-;-;-	13974	0
A930001C03Rik	19;19;19;19	4439003;4439559;4443738;4446813	4448326;4448183;4447863;4448332	+;+;+;+	9330	0
Syt12	19;19;19;19	4445908;4447717;4456837;4466055	4477447;4452151;4477126;4477156	-;-;-;-	31540	0
2010003K11Rik	19	4496790	4498583	-	1794	0
Pcx	19;19	4510472;4594319	4621752;4621752	+;+	111281	0
Lrfn4	19;19	4611785;4611792	4615667;4615502	-;-	3883	0
Rce1	19	4622551	4625617	-	3067	0
mmu-mir-6986	19	4623898	4623955	-	58	0
Gm960	19;19	4625841;4648317	4698668;4698315	-;-	72828	0
Sptbn2	19	4711208	4752353	+	41146	0
Gm21992	19;19;19;19;19;19	4742913;4785152;4785153;4787369;4791159;4792635	4811612;4811508;4811212;4811508;4811603;4802002	-;-;-;-;-;-	68700	0
Rbm4b	19;19;19;19;19;19;19	4756543;4756564;4756565;4756571;4756581;4761396;4764465	4762876;4760701;4761342;4765940;4764130;4767065;4765643	+;+;+;+;+;+;+	10523	0
Rbm4	19;19;19;19;19;19	4784293;4785153;4785275;4787773;4787937;4790068	4793901;4793851;4793900;4793860;4793880;4793883	-;-;-;-;-;-	9609	0
Rbm14	19;19;19	4800569;4800922;4801777	4811634;4811585;4811512	-;-;-	11066	0
Gm21844	19	4801512	4805784	+	4273	0
Ccs	19	4825366	4839322	-	13957	0
Ccdc87	19	4839366	4842528	+	3163	0
Ctsf	19	4855129	4860912	+	5784	0
Actn3	19;19	4861223;4861223	4863558;4877909	-;-	16687	0
Zdhhc24	19;19;19;19;19;19	4878668;4878672;4878690;4878704;4878723;4879767	4885397;4885397;4885395;4885396;4883799;4883782	+;+;+;+;+;+	6730	0
Bbs1	19	4886898	4906627	-	19730	0
Gm25334	19	4904673	4904782	+	110	0
Dpp3	19	4907229	4928287	-	21059	0
Peli3	19;19;19;19;19;19;19	4930651;4931856;4934986;4935012;4935016;4935023;4941600	4943092;4943127;4938628;4943098;4943073;4943067;4943046	-;-;-;-;-;-;-	12477	0
Mrpl11	19	4962306	4966995	+	4690	0
Npas4	19	4984355	4989971	-	5617	0
Slc29a2	19	5024006	5031971	+	7966	0
B3gnt1	19	5038826	5041134	+	2309	0
Brms1	19	5041404	5049917	+	8514	0
Rin1	19	5050808	5057071	+	6264	0
Cd248	19	5068078	5070637	+	2560	0
Tmem151a	19;19;19;19;19	5070859;5071035;5071854;5079330;5082902	5072132;5085487;5085487;5085531;5084881	-;-;-;-;-	14673	0
Yif1a	19	5088538	5092879	+	4342	0
Cnih2	19	5092871	5098418	-	5548	0
Rab1b	19	5099207	5106996	-	7790	0
Klc2	19;19;19;19;19;19;19;19;19	5107746;5107746;5107746;5107748;5108169;5109427;5110367;5113510;5113810	5118560;5118297;5118300;5118298;5109480;5111445;5111984;5114010;5117586	-;-;-;-;-;-;-;-;-	10815	0
Pacs1	19	5133688	5273119	-	139432	0
AC125059.1	19	5201198	5201303	-	106	0
Sf3b2	19	5273923	5295455	-	21533	0
Gal3st3	19	5298331	5308738	+	10408	0
Catsper1	19	5335741	5344153	+	8413	0
Cst6	19	5344705	5349574	-	4870	0
Banf1	19;19	5364641;5364641	5366645;5366347	-;-	2005	0
Eif1ad	19	5366813	5371511	+	4699	0
Sart1	19	5377523	5388703	-	11181	0
Tsga10ip	19	5390049	5394401	-	4353	0
4930481A15Rik	19;19;19;19;19	5406740;5406762;5406815;5406822;5406874	5415021;5417580;5417683;5417587;5422847	+;+;+;+;+	16108	0
Gm6293	19	5415565	5415759	-	195	0
Drap1	19;19;19;19;19;19;19;19;19;19	5422805;5422806;5422809;5422811;5422812;5422827;5422827;5422843;5422861;5423607	5423923;5424759;5424220;5424979;5424543;5424787;5424921;5424514;5424081;5424779	-;-;-;-;-;-;-;-;-;-	2175	0
AI837181	19;19	5425157;5425157	5427313;5427313	+;+	2157	0
Gm25432	19	5435900	5435965	+	66	0
Fosl1	19	5447703	5455945	+	8243	0
Ccdc85b	19	5456789	5457397	-	609	0
Fibp	19	5460607	5465052	+	4446	0
Ctsw	19	5465240	5468498	-	3259	0
Efemp2	19;19;19;19;19;19;19;19;19;19;19;19;19;19	5473973;5474315;5474688;5474707;5474740;5474740;5474747;5474750;5474777;5475068;5475120;5475305;5480045;5480123	5477578;5476068;5481853;5478366;5481853;5480741;5478256;5481853;5475468;5478320;5481775;5480079;5480916;5481659	+;+;+;+;+;+;+;+;+;+;+;+;+;+	7881	0
Mus81	19;19;19;19;19;19;19;19;19;19;19	5482345;5482832;5482840;5482851;5482853;5482854;5482858;5483690;5484212;5485488;5487468	5488016;5488402;5483573;5487935;5483963;5483967;5488285;5484885;5485810;5488266;5488311	-;-;-;-;-;-;-;-;-;-;-	6058	0
Cfl1	19	5490485	5494029	+	3545	0
Snx32	19	5495278	5510489	-	15212	0
Ovol1	19	5549137	5560575	-	11439	0
Ap5b1	19	5568074	5571261	+	3188	0
Rnaseh2c	19;19;19;19;19	5601873;5601887;5601975;5602235;5602410	5603439;5602867;5602932;5602938;5602934	+;+;+;+;+	1567	0
Kat5	19	5603017	5610094	-	7078	0
Rela	19	5637483	5648130	+	10648	0
Sipa1	19;19;19;19	5651185;5651185;5651185;5651185	5663707;5663707;5663707;5663707	-;-;-;-	12523	0
Pcnxl3	19;19;19;19;19;19;19;19;19;19;19;19	5664635;5664638;5664640;5665236;5665416;5665991;5673292;5674923;5678983;5679403;5679934;5683741	5688908;5673947;5688149;5666198;5666982;5666526;5684669;5679577;5683343;5683873;5681536;5688695	-;-;-;-;-;-;-;-;-;-;-;-	24274	0
mmu-mir-6987	19	5679004	5679076	-	73	0
Map3k11	19	5689131	5702862	+	13732	0
Kcnk7	19	5704367	5707101	+	2735	0
Ehbp1l1	19;19	5707376;5707376	5726317;5726317	-;-	18942	0
Gm16538	19	5727206	5731627	+	4422	0
Fam89b	19;19;19	5728087;5728087;5728087	5729653;5729633;5729651	-;-;-	1567	0
Sssca1	19;19;19;19;19;19	5728088;5730303;5730307;5730307;5730411;5730892	5731713;5731721;5731660;5731732;5731475;5731699	-;-;-;-;-;-	3645	0
Ltbp3	19	5740904	5758532	+	17629	0
Scyl1	19	5758427	5771401	-	12975	0
Malat1	19;19;19;19;19	5795690;5795691;5795694;5801916;5801943	5802672;5797464;5796952;5802671;5802640	-;-;-;-;-	6983	0
Gm20417	19	5797562	5798549	+	988	0
mascRNA-menRNA	19	5824652	5824707	-	56	0
Neat1	19;19;19	5824708;5842307;5843681	5845478;5845476;5845259	-;-;-	20771	0
NEAT1_3	19	5844286	5844437	-	152	0
NEAT1_2	19	5844638	5844747	-	110	0
NEAT1_1	19	5844916	5845037	-	122	0
Gm9783	19	5848508	5851372	+	2865	0
Frmd8	19;19;19;19	5849702;5862116;5865184;5865270	5875274;5863682;5873430;5875239	-;-;-;-	25573	0
Slc25a45	19;19;19;19;19;19	5877808;5877817;5877817;5877826;5878628;5878656	5884884;5885766;5885766;5885766;5880596;5884485	+;+;+;+;+;+	7959	0
Tigd3	19	5891139	5894107	-	2969	0
Dpf2	19;19;19;19;19;19;19;19;19	5896516;5897387;5897387;5898543;5899324;5904147;5905126;5905537;5911826	5912871;5912792;5907059;5903332;5902441;5912777;5912769;5913010;5912807	-;-;-;-;-;-;-;-;-	16495	0
Cdc42ep2	19	5917556	5924816	-	7261	0
Pola2	19;19	5940543;5941105	5964206;5964206	-;-	23664	0
Slc22a20	19	5970234	5986143	-	15910	0
Capn1	19;19	5988546;5988546	6015825;6015247	-;-	27280	0
Gm10814	19	6012620	6018426	+	5807	0
Gm8034	19	6044691	6044822	-	132	0
Syvn1	19;19;19;19;19;19;19	6046576;6046638;6046662;6047065;6047080;6047085;6047104	6053712;6049203;6053709;6053711;6053709;6049651;6053709	+;+;+;+;+;+;+	7137	0
mmu-mir-6988	19	6051334	6051392	+	59	0
Mrpl49	19	6053630	6057751	-	4122	0
Fau	19;19;19	6057888;6057888;6057967	6059524;6059524;6059524	+;+;+	1637	0
Znhit2	19	6061192	6062470	+	1279	0
Tm7sf2	19;19;19;19;19;19;19;19;19;19;19;19;19;19	6062821;6062821;6062822;6062901;6062978;6063822;6064093;6065527;6066129;6066146;6066185;6066187;6066579;6067163	6067803;6067842;6067842;6067803;6067808;6067785;6067808;6067776;6067850;6067867;6067092;6067855;6067561;6068373	-;-;-;-;-;-;-;-;-;-;-;-;-;-	5553	0
Vps51	19;19;19;19;19;19;19;19;19;19;19	6067842;6067990;6067994;6068051;6068217;6068749;6068868;6070081;6071417;6071482;6075903	6080324;6069319;6077197;6069150;6069071;6069613;6069698;6077203;6076868;6077198;6077200	-;-;-;-;-;-;-;-;-;-;-	12483	0
Zfpl1	19;19;19;19;19;19;19;19;19;19	6076487;6080762;6080765;6081168;6081865;6082195;6082215;6082256;6082261;6082606	6082256;6084943;6082831;6084915;6084693;6084894;6084904;6084307;6084944;6084927	-;-;-;-;-;-;-;-;-;-	8458	0
BC048609	19;19	6080033;6080033	6080785;6080788	+;+	756	0
Cdca5	19;19;19	6084983;6085751;6085827	6091777;6091777;6091777	+;+;+	6795	0
Naaladl1	19	6105782	6115792	+	10011	0
Sac3d1	19	6116004	6118586	-	2583	0
